"","volume","volume_index","price_per_avocado","type","temperature","temperature_usa","humidity","humidity_usa","precipation","precipation_usa","year","season","date","region","longitude","latitude"
"22",75133.1,4.24749300546578,1.45,"conventional",21.49,25.0150943396226,58.44,58.2430188679245,0,1.91358490566038,2015,"summer",2015-08-02,"Albany",-73.75623,42.65258
"23",106757.1,4.54416012145568,1.11,"conventional",22.56,24.6564150943396,77.15,66.8211320754717,2.88,3.02207547169811,2015,"summer",2015-07-26,"Albany",-73.75623,42.65258
"24",96617,4.45881573924512,1.26,"conventional",25.34,26.3175471698113,76.32,70.3109433962264,4.76,2.25245283018868,2015,"summer",2015-07-19,"Albany",-73.75623,42.65258
"25",124055.31,4.67419371005007,1.05,"conventional",21.76,24.3960377358491,75.12,67.0190566037736,0,2.0777358490566,2015,"summer",2015-07-12,"Albany",-73.75623,42.65258
"26",109252.12,4.56403736898056,1.35,"conventional",19.57,23.2445283018868,77.59,70.621320754717,0.16,3.09377358490566,2015,"summer",2015-07-05,"Albany",-73.75623,42.65258
"27",89534.81,4.39428642317224,1.37,"conventional",14.78,22.4267924528302,90.59,68.2377358490566,19.93,3.90339622641509,2015,"summer",2015-06-28,"Albany",-73.75623,42.65258
"28",104849.39,4.52867776394681,1.27,"conventional",21.68,24.2215094339623,86.09,70.6264150943396,14.91,4.91943396226415,2015,"summer",2015-06-21,"Albany",-73.75623,42.65258
"29",89631.3,4.39519600719775,1.32,"conventional",20.55,23.4433962264151,74.18,71.8866037735849,2.6,4.99358490566038,2015,"summer",2015-06-14,"Albany",-73.75623,42.65258
"30",122743.06,4.66492108321147,1.07,"conventional",15.08,21.747358490566,63.14,68.5156603773585,0.01,1.71396226415094,2015,"summer",2015-06-07,"Albany",-73.75623,42.65258
"31",95123.62,4.44557153453292,1.23,"conventional",15.29,19.7669811320755,93.01,73.277358490566,16.14,6.20962264150943,2015,"spring",2015-05-31,"Albany",-73.75623,42.65258
"32",101470.91,4.5006261702226,1.19,"conventional",14.8,18.6930188679245,65.68,71.3158490566038,0,2.69735849056604,2015,"spring",2015-05-24,"Albany",-73.75623,42.65258
"33",109857.47,4.56879842185031,1.43,"conventional",19.59,19.8603773584906,72.63,77.4805660377359,0.03,3.02169811320755,2015,"spring",2015-05-17,"Albany",-73.75623,42.65258
"34",120427.91,4.64834199814267,1.26,"conventional",20.01,19.3269811320755,84.88,74.8988679245283,2.06,2.92132075471698,2015,"spring",2015-05-10,"Albany",-73.75623,42.65258
"35",59197.67,4.05203706210633,1.2,"conventional",14.75,17.2475471698113,65.24,63.0167924528302,0,0.282264150943396,2015,"spring",2015-05-03,"Albany",-73.75623,42.65258
"36",49585.46,3.90974580632728,1.22,"conventional",6.05,12.2111320754717,73.28,71.1411320754717,0.01,1.15830188679245,2015,"spring",2015-04-26,"Albany",-73.75623,42.65258
"37",49064.73,3.90134697858071,1.19,"conventional",7.92,14.8871698113208,65.07,73.0569811320755,0,8.74811320754717,2015,"spring",2015-04-19,"Albany",-73.75623,42.65258
"38",48364.29,3.88992217884072,1.13,"conventional",7.59,13.4005660377358,65.03,68.2354716981132,0,1.59339622641509,2015,"spring",2015-04-12,"Albany",-73.75623,42.65258
"39",47362.13,3.87331435401862,1.16,"conventional",-0.07,9.86037735849057,74.55,68.2541509433962,0.06,1.05716981132075,2015,"spring",2015-04-05,"Albany",-73.75623,42.65258
"40",67799.08,4.16270350540558,1.02,"conventional",-2.48,7.31452830188679,64.42,63.5162264150943,0,0.341320754716981,2015,"spring",2015-03-29,"Albany",-73.75623,42.65258
"41",46346.85,3.85616340991521,1.12,"conventional",-6.74,8.10094339622641,57.13,70.1764150943396,0.02,1.37924528301887,2015,"spring",2015-03-22,"Albany",-73.75623,42.65258
"42",43045.79,3.79796093219005,1.11,"conventional",0.12,10.7324528301887,81.47,72.5724528301887,0.16,2.19509433962264,2015,"spring",2015-03-15,"Albany",-73.75623,42.65258
"43",40507.36,3.7504051098584,1.07,"conventional",-5.12,6.55905660377358,97.17,76.3288679245283,0.16,0.785283018867925,2015,"spring",2015-03-08,"Albany",-73.75623,42.65258
"44",55595.74,4.00133534363105,0.99,"conventional",-9.9,1.87264150943396,94.83,85.5798113207547,2.38,4.72792452830189,2015,"spring",2015-03-01,"Albany",-73.75623,42.65258
"45",45675.05,3.84462794028352,1.07,"conventional",-6.07,2.07811320754717,95.03,82.5877358490566,0.27,2.97905660377358,2015,"winter",2015-02-22,"Albany",-73.75623,42.65258
"46",41567.62,3.77058571046127,1.06,"conventional",-16.37,-2.31698113207547,87.42,67.4571698113208,0.94,0.51811320754717,2015,"winter",2015-02-15,"Albany",-73.75623,42.65258
"47",51253.97,3.93613256958493,0.99,"conventional",-7.47,7.37150943396226,93.97,87.0403773584906,6.69,2.77056603773585,2015,"winter",2015-02-08,"Albany",-73.75623,42.65258
"48",70873.6,4.1992072249609,0.99,"conventional",-10.54,3.09207547169811,89.43,82.0249056603774,0.45,4.91377358490566,2015,"winter",2015-02-01,"Albany",-73.75623,42.65258
"49",45147.5,3.8354618476576,1.06,"conventional",-8.12,3.87981132075472,89.72,80.4239622641509,0.14,0.981132075471698,2015,"winter",2015-01-25,"Albany",-73.75623,42.65258
"50",44511.28,3.82427852725591,1.17,"conventional",-3,5.61169811320755,100,82.7324528301887,24.19,5.94358490566038,2015,"winter",2015-01-18,"Albany",-73.75623,42.65258
"51",41195.08,3.76354826579637,1.24,"conventional",-9.1,1.52924528301887,81.61,84.2620754716981,0,3.21641509433962,2015,"winter",2015-01-11,"Albany",-73.75623,42.65258
"52",40873.28,3.75742306227238,1.22,"conventional",1.99,5.35,100,85.9115094339623,11.4,5.88433962264151,2015,"winter",2015-01-04,"Albany",-73.75623,42.65258
"53",386100.49,5.72313278458962,0.99,"conventional",19.31,9.29188679245283,94.58,84.6037735849057,0.97,8.09849056603774,2015,"winter",2015-12-27,"Atlanta",-84.38798,33.749
"54",331377.53,5.57489653833308,1.08,"conventional",4.48,4.48358490566038,79.69,77.0588679245283,0,1.32169811320755,2015,"winter",2015-12-20,"Atlanta",-84.38798,33.749
"55",417772.47,5.80048799234115,0.96,"conventional",15.31,12.1984905660377,92.67,88.6645283018868,0.07,6.2877358490566,2015,"winter",2015-12-13,"Atlanta",-84.38798,33.749
"56",357636.82,5.64857629600175,1.07,"conventional",7.9,7.31943396226415,86,79.5622641509434,0,1.45207547169811,2015,"winter",2015-12-06,"Atlanta",-84.38798,33.749
"57",333280.79,5.58041034195767,0.99,"conventional",15.46,6.23283018867925,89.07,76.5254716981132,1.29,2.93981132075472,2015,"autumn",2015-11-29,"Atlanta",-84.38798,33.749
"58",356414.57,5.64525662804191,1,"conventional",4.07,5.63339622641509,71.73,66.8588679245283,0,1.02584905660377,2015,"autumn",2015-11-22,"Atlanta",-84.38798,33.749
"59",339860.68,5.59925661628082,1.13,"conventional",6.91,9.5577358490566,74.96,72.8239622641509,0,1.53603773584906,2015,"autumn",2015-11-15,"Atlanta",-84.38798,33.749
"60",334041.6,5.58260650716281,1.12,"conventional",10.46,10.1505660377358,91.1,69.3630188679245,20.64,1.95867924528302,2015,"autumn",2015-11-08,"Atlanta",-84.38798,33.749
"61",419088.74,5.8035871805807,0.99,"conventional",16.91,14.5784905660377,96.78,80.2118867924528,38.36,4.41132075471698,2015,"autumn",2015-11-01,"Atlanta",-84.38798,33.749
"62",358478.08,5.65085525615465,1.09,"conventional",17.77,14.5824528301887,85.61,73.6516981132075,0.27,6.35754716981132,2015,"autumn",2015-10-25,"Atlanta",-84.38798,33.749
"63",349072.48,5.62509694364679,1.09,"conventional",9.91,10.9739622641509,63.9,64.1824528301887,0,0.761320754716981,2015,"autumn",2015-10-18,"Atlanta",-84.38798,33.749
"64",433874.46,5.83781136992098,0.95,"conventional",16.87,17.1081132075472,78.91,63.4118867924528,0.18,0.245849056603774,2015,"autumn",2015-10-11,"Atlanta",-84.38798,33.749
"65",418682.26,5.8026310500619,0.96,"conventional",18.58,15.6477358490566,89.98,72.9977358490566,10.54,1.30320754716981,2015,"autumn",2015-10-04,"Atlanta",-84.38798,33.749
"66",370321.17,5.68243738149882,1.07,"conventional",20.43,20.0837735849057,87.3,68.3192452830189,0.74,1.64792452830189,2015,"autumn",2015-09-27,"Atlanta",-84.38798,33.749
"67",516432.6,6.01155554585044,0.93,"conventional",24.79,21.2315094339623,61.43,58.8079245283019,0,0.515471698113208,2015,"autumn",2015-09-20,"Atlanta",-84.38798,33.749
"68",417232.18,5.79921332242238,1.07,"conventional",17.05,19.3033962264151,62.46,63.0683018867925,0,1.98,2015,"autumn",2015-09-13,"Atlanta",-84.38798,33.749
"69",472136.53,5.92173031559841,0.97,"conventional",24.53,23.8267924528302,67.78,60.5562264150943,0.4,1.25433962264151,2015,"autumn",2015-09-06,"Atlanta",-84.38798,33.749
"70",382972.72,5.71518663562763,1.15,"conventional",21.63,23.6130188679245,89.16,66.3739622641509,15.07,2.73641509433962,2015,"summer",2015-08-30,"Atlanta",-84.38798,33.749
"71",379054.29,5.70514896831879,1.12,"conventional",25.57,23.3154716981132,80.11,62.3979245283019,17.38,1.89339622641509,2015,"summer",2015-08-23,"Atlanta",-84.38798,33.749
"72",465213.81,5.90701185021697,1.09,"conventional",25.79,25.4656603773585,62.22,59.3781132075472,0.02,1.75924528301887,2015,"summer",2015-08-16,"Atlanta",-84.38798,33.749
"73",503791.72,5.98665201266208,1.01,"conventional",28.54,24.5149056603774,58.1,63.2249056603774,0.19,1.05547169811321,2015,"summer",2015-08-09,"Atlanta",-84.38798,33.749
"74",405898.44,5.77212603027007,1.15,"conventional",28.43,25.0150943396226,48.07,58.2430188679245,0.09,1.91358490566038,2015,"summer",2015-08-02,"Atlanta",-84.38798,33.749
"75",437377.75,5.84576635459798,1.08,"conventional",27.6,24.6564150943396,58.78,66.8211320754717,0.14,3.02207547169811,2015,"summer",2015-07-26,"Atlanta",-84.38798,33.749
"76",557212.99,6.08831748983443,0.97,"conventional",28.23,26.3175471698113,71.33,70.3109433962264,3.84,2.25245283018868,2015,"summer",2015-07-19,"Atlanta",-84.38798,33.749
"77",407204.88,5.77528284713329,1.14,"conventional",27.8,24.3960377358491,64.8,67.0190566037736,1.68,2.0777358490566,2015,"summer",2015-07-12,"Atlanta",-84.38798,33.749
"78",562462.33,6.09782825128417,1.01,"conventional",23.81,23.2445283018868,79.2,70.621320754717,1.27,3.09377358490566,2015,"summer",2015-07-05,"Atlanta",-84.38798,33.749
"79",435210.71,5.84085241365423,1.13,"conventional",23.64,22.4267924528302,60.55,68.2377358490566,1.6,3.90339622641509,2015,"summer",2015-06-28,"Atlanta",-84.38798,33.749
"80",554763.76,6.08385235276806,0.99,"conventional",27.47,24.2215094339623,71.27,70.6264150943396,0.8,4.91943396226415,2015,"summer",2015-06-21,"Atlanta",-84.38798,33.749
"81",465804.78,5.90827598600801,1.1,"conventional",27.19,23.4433962264151,63.65,71.8866037735849,0.02,4.99358490566038,2015,"summer",2015-06-14,"Atlanta",-84.38798,33.749
"82",551009.05,6.07697265641174,0.99,"conventional",24.9,21.747358490566,72.28,68.5156603773585,0.19,1.71396226415094,2015,"summer",2015-06-07,"Atlanta",-84.38798,33.749
"83",454702,5.88428123706981,1.1,"conventional",23.28,19.7669811320755,80.23,73.277358490566,13.51,6.20962264150943,2015,"spring",2015-05-31,"Atlanta",-84.38798,33.749
"84",623212.04,6.20244262743164,0.96,"conventional",20.76,18.6930188679245,73.45,71.3158490566038,0,2.69735849056604,2015,"spring",2015-05-24,"Atlanta",-84.38798,33.749
"85",451250.7,5.87671499386744,1.11,"conventional",22.4,19.8603773584906,81.33,77.4805660377359,3.98,3.02169811320755,2015,"spring",2015-05-17,"Atlanta",-84.38798,33.749
"86",480071.18,5.93836323968572,1.1,"conventional",24.02,19.3269811320755,71.97,74.8988679245283,0.04,2.92132075471698,2015,"spring",2015-05-10,"Atlanta",-84.38798,33.749
"87",634213.1,6.22039826550071,1,"conventional",18.76,17.2475471698113,66.96,63.0167924528302,0,0.282264150943396,2015,"spring",2015-05-03,"Atlanta",-84.38798,33.749
"88",448596.76,5.87086128752938,1.12,"conventional",20.21,12.2111320754717,80.17,71.1411320754717,0.9,1.15830188679245,2015,"spring",2015-04-26,"Atlanta",-84.38798,33.749
"89",430966.34,5.83116381506072,1.12,"conventional",19.34,14.8871698113208,95.58,73.0569811320755,25.31,8.74811320754717,2015,"spring",2015-04-19,"Atlanta",-84.38798,33.749
"90",451101.89,5.8763875896737,0.99,"conventional",16.06,13.4005660377358,89.74,68.2354716981132,2.99,1.59339622641509,2015,"spring",2015-04-12,"Atlanta",-84.38798,33.749
"91",383139.49,5.71561178892263,1.04,"conventional",10.98,9.86037735849057,67.47,68.2541509433962,0,1.05716981132075,2015,"spring",2015-04-05,"Atlanta",-84.38798,33.749
"92",365722.14,5.67028255392329,1.11,"conventional",6.08,7.31452830188679,64.98,63.5162264150943,0,0.341320754716981,2015,"spring",2015-03-29,"Atlanta",-84.38798,33.749
"93",479590.62,5.93736293564474,1,"conventional",12.9,8.10094339622641,89.56,70.1764150943396,17.74,1.37924528301887,2015,"spring",2015-03-22,"Atlanta",-84.38798,33.749
"94",399566.22,5.75669437318672,1.12,"conventional",14.48,10.7324528301887,74.84,72.5724528301887,0.02,2.19509433962264,2015,"spring",2015-03-15,"Atlanta",-84.38798,33.749
"95",420826.32,5.80766496505037,1.1,"conventional",10.54,6.55905660377358,59.77,76.3288679245283,0.11,0.785283018867925,2015,"spring",2015-03-08,"Atlanta",-84.38798,33.749
"96",512532.44,6.00393099254823,0.99,"conventional",5.71,1.87264150943396,94.39,85.5798113207547,1.49,4.72792452830189,2015,"spring",2015-03-01,"Atlanta",-84.38798,33.749
"97",431308.56,5.83194817426409,1.1,"conventional",8.27,2.07811320754717,99.31,82.5877358490566,16.49,2.97905660377358,2015,"winter",2015-02-22,"Atlanta",-84.38798,33.749
"98",427391.28,5.82293618413114,1.06,"conventional",-0.87,-2.31698113207547,54.45,67.4571698113208,0,0.51811320754717,2015,"winter",2015-02-15,"Atlanta",-84.38798,33.749
"99",433883.91,5.83783290585135,1.03,"conventional",9.24,7.37150943396226,87.25,87.0403773584906,0.03,2.77056603773585,2015,"winter",2015-02-08,"Atlanta",-84.38798,33.749
"100",636771.37,6.22453360738524,0.96,"conventional",7.38,3.09207547169811,96,82.0249056603774,10.08,4.91377358490566,2015,"winter",2015-02-01,"Atlanta",-84.38798,33.749
"101",449332.85,5.87248797341144,1.1,"conventional",5.26,3.87981132075472,83.1,80.4239622641509,0.53,0.981132075471698,2015,"winter",2015-01-25,"Atlanta",-84.38798,33.749
"102",431490.99,5.83236607015901,1.11,"conventional",6.5,5.61169811320755,77.58,82.7324528301887,0,5.94358490566038,2015,"winter",2015-01-18,"Atlanta",-84.38798,33.749
"103",397542.72,5.75171667162841,1.11,"conventional",1.47,1.52924528301887,81.81,84.2620754716981,1.34,3.21641509433962,2015,"winter",2015-01-11,"Atlanta",-84.38798,33.749
"104",435021.49,5.84042229708774,1,"conventional",13.28,5.35,92.64,85.9115094339623,21.98,5.88433962264151,2015,"winter",2015-01-04,"Atlanta",-84.38798,33.749
"105",596819.4,6.15817384180549,1.17,"conventional",13.36,9.29188679245283,95.37,84.6037735849057,2.27,8.09849056603774,2015,"winter",2015-12-27,"BaltimoreWashington",-76.61219,39.29038
"106",642682.4,6.23403165685303,1.11,"conventional",0.56,4.48358490566038,71.23,77.0588679245283,0,1.32169811320755,2015,"winter",2015-12-20,"BaltimoreWashington",-76.61219,39.29038
"107",619509.33,6.19633496299746,1.15,"conventional",14.35,12.1984905660377,99.04,88.6645283018868,0.01,6.2877358490566,2015,"winter",2015-12-13,"BaltimoreWashington",-76.61219,39.29038
"108",649141.25,6.24432049048912,1.04,"conventional",4.7,7.31943396226415,82.41,79.5622641509434,0,1.45207547169811,2015,"winter",2015-12-06,"BaltimoreWashington",-76.61219,39.29038
"109",545800.05,6.06735808412698,1.16,"conventional",6.81,6.23283018867925,83.6,76.5254716981132,5.49,2.93981132075472,2015,"autumn",2015-11-29,"BaltimoreWashington",-76.61219,39.29038
"110",572019.8,6.11494119000069,1.12,"conventional",4.52,5.63339622641509,71.8,66.8588679245283,0.04,1.02584905660377,2015,"autumn",2015-11-22,"BaltimoreWashington",-76.61219,39.29038
"111",718330.48,6.34911051492826,1.04,"conventional",7.4,9.5577358490566,72.8,72.8239622641509,0,1.53603773584906,2015,"autumn",2015-11-15,"BaltimoreWashington",-76.61219,39.29038
"112",830967.23,6.50169316770322,1.05,"conventional",8.78,10.1505660377358,64.64,69.3630188679245,0,1.95867924528302,2015,"autumn",2015-11-08,"BaltimoreWashington",-76.61219,39.29038
"113",742220.67,6.38318885163478,1.12,"conventional",13.34,14.5784905660377,89.25,80.2118867924528,0.71,4.41132075471698,2015,"autumn",2015-11-01,"BaltimoreWashington",-76.61219,39.29038
"114",656892.03,6.25654641500888,1.19,"conventional",13.83,14.5824528301887,78.3,73.6516981132075,0.43,6.35754716981132,2015,"autumn",2015-10-25,"BaltimoreWashington",-76.61219,39.29038
"115",1005603.78,6.70490191281125,0.99,"conventional",5.41,10.9739622641509,68.89,64.1824528301887,0.08,0.761320754716981,2015,"autumn",2015-10-18,"BaltimoreWashington",-76.61219,39.29038
"116",653560.14,6.25130675438269,1.24,"conventional",12.99,17.1081132075472,69.17,63.4118867924528,0,0.245849056603774,2015,"autumn",2015-10-11,"BaltimoreWashington",-76.61219,39.29038
"117",657444.04,6.25741218383378,1.28,"conventional",12.81,15.6477358490566,83.36,72.9977358490566,0.31,1.30320754716981,2015,"autumn",2015-10-04,"BaltimoreWashington",-76.61219,39.29038
"118",696281.81,6.31674149532419,1.19,"conventional",17.93,20.0837735849057,78.05,68.3192452830189,0.22,1.64792452830189,2015,"autumn",2015-09-27,"BaltimoreWashington",-76.61219,39.29038
"119",709268.62,6.33591678904352,1.17,"conventional",20.97,21.2315094339623,59.9,58.8079245283019,0,0.515471698113208,2015,"autumn",2015-09-20,"BaltimoreWashington",-76.61219,39.29038
"120",924993.61,6.6154120174197,1.09,"conventional",17.76,19.3033962264151,66.61,63.0683018867925,0.06,1.98,2015,"autumn",2015-09-13,"BaltimoreWashington",-76.61219,39.29038
"121",823623.36,6.49233056307514,1.18,"conventional",23.63,23.8267924528302,55.9,60.5562264150943,0,1.25433962264151,2015,"autumn",2015-09-06,"BaltimoreWashington",-76.61219,39.29038
"122",734721.29,6.37259894269761,1.24,"conventional",25.18,23.6130188679245,61.94,66.3739622641509,0.66,2.73641509433962,2015,"summer",2015-08-30,"BaltimoreWashington",-76.61219,39.29038
"123",783935.36,6.44039375266015,1.16,"conventional",22.38,23.3154716981132,54.74,62.3979245283019,1,1.89339622641509,2015,"summer",2015-08-23,"BaltimoreWashington",-76.61219,39.29038
"124",882754.72,6.56567878647023,1.14,"conventional",25.97,25.4656603773585,50.64,59.3781132075472,0,1.75924528301887,2015,"summer",2015-08-16,"BaltimoreWashington",-76.61219,39.29038
"125",821523.45,6.48963960178816,1.16,"conventional",25.05,24.5149056603774,59.21,63.2249056603774,0.09,1.05547169811321,2015,"summer",2015-08-09,"BaltimoreWashington",-76.61219,39.29038
"126",800603.23,6.4624876342784,1.17,"conventional",24.83,25.0150943396226,52.42,58.2430188679245,0.01,1.91358490566038,2015,"summer",2015-08-02,"BaltimoreWashington",-76.61219,39.29038
"127",772926.12,6.42556757113829,1.2,"conventional",25.28,24.6564150943396,70.11,66.8211320754717,7.33,3.02207547169811,2015,"summer",2015-07-26,"BaltimoreWashington",-76.61219,39.29038
"128",800194.34,6.46195060930412,1.18,"conventional",27.18,26.3175471698113,75.86,70.3109433962264,0.35,2.25245283018868,2015,"summer",2015-07-19,"BaltimoreWashington",-76.61219,39.29038
"129",850931.58,6.52677408978952,1.1,"conventional",23.58,24.3960377358491,69.09,67.0190566037736,0.15,2.0777358490566,2015,"summer",2015-07-12,"BaltimoreWashington",-76.61219,39.29038
"130",896298.77,6.58185498160361,1.16,"conventional",22.7,23.2445283018868,82.05,70.621320754717,0.36,3.09377358490566,2015,"summer",2015-07-05,"BaltimoreWashington",-76.61219,39.29038
"131",862261.64,6.54077327216351,1.15,"conventional",21.07,22.4267924528302,79.18,68.2377358490566,3.88,3.90339622641509,2015,"summer",2015-06-28,"BaltimoreWashington",-76.61219,39.29038
"132",862840.73,6.54148432758972,1.16,"conventional",26.05,24.2215094339623,79.07,70.6264150943396,13.27,4.91943396226415,2015,"summer",2015-06-21,"BaltimoreWashington",-76.61219,39.29038
"133",955046.82,6.64956768578747,1.09,"conventional",26.13,23.4433962264151,78.94,71.8866037735849,7.29,4.99358490566038,2015,"summer",2015-06-14,"BaltimoreWashington",-76.61219,39.29038
"134",794310.29,6.45419518445048,1.26,"conventional",19.57,21.747358490566,79.26,68.5156603773585,0.04,1.71396226415094,2015,"summer",2015-06-07,"BaltimoreWashington",-76.61219,39.29038
"135",949177.06,6.6429734256709,1.19,"conventional",24.27,19.7669811320755,77.47,73.277358490566,6.26,6.20962264150943,2015,"spring",2015-05-31,"BaltimoreWashington",-76.61219,39.29038
"136",908661.83,6.59642974759671,1.18,"conventional",18.15,18.6930188679245,72.38,71.3158490566038,0,2.69735849056604,2015,"spring",2015-05-24,"BaltimoreWashington",-76.61219,39.29038
"137",790853.86,6.44961532345247,1.27,"conventional",21.89,19.8603773584906,86.45,77.4805660377359,7.99,3.02169811320755,2015,"spring",2015-05-17,"BaltimoreWashington",-76.61219,39.29038
"138",855205.82,6.53207484609342,1.26,"conventional",21.31,19.3269811320755,85.99,74.8988679245283,0.81,2.92132075471698,2015,"spring",2015-05-10,"BaltimoreWashington",-76.61219,39.29038
"139",896972.05,6.58265335342108,1.17,"conventional",17.35,17.2475471698113,64.75,63.0167924528302,0,0.282264150943396,2015,"spring",2015-05-03,"BaltimoreWashington",-76.61219,39.29038
"140",747841.09,6.39106252599637,1.29,"conventional",9.86,12.2111320754717,67.04,71.1411320754717,0.15,1.15830188679245,2015,"spring",2015-04-26,"BaltimoreWashington",-76.61219,39.29038
"141",762862.62,6.4118478022842,1.28,"conventional",12.24,14.8871698113208,76.66,73.0569811320755,11.7,8.74811320754717,2015,"spring",2015-04-19,"BaltimoreWashington",-76.61219,39.29038
"142",837629.62,6.51012275878804,1.15,"conventional",10.22,13.4005660377358,66.77,68.2354716981132,0,1.59339622641509,2015,"spring",2015-04-12,"BaltimoreWashington",-76.61219,39.29038
"143",688065.45,6.304442941698,1.29,"conventional",8.29,9.86037735849057,65.6,68.2541509433962,0,1.05716981132075,2015,"spring",2015-04-05,"BaltimoreWashington",-76.61219,39.29038
"144",663677.32,6.26714327875012,1.25,"conventional",-0.08,7.31452830188679,60.31,63.5162264150943,0,0.341320754716981,2015,"spring",2015-03-29,"BaltimoreWashington",-76.61219,39.29038
"145",808897.21,6.47332777802144,1.1,"conventional",3.48,8.10094339622641,68.05,70.1764150943396,0,1.37924528301887,2015,"spring",2015-03-22,"BaltimoreWashington",-76.61219,39.29038
"146",693698.13,6.31288828928808,1.24,"conventional",4.93,10.7324528301887,77.09,72.5724528301887,0.01,2.19509433962264,2015,"spring",2015-03-15,"BaltimoreWashington",-76.61219,39.29038
"147",657745.9,6.25788534239667,1.26,"conventional",3.45,6.55905660377358,74.47,76.3288679245283,0,0.785283018867925,2015,"spring",2015-03-08,"BaltimoreWashington",-76.61219,39.29038
"148",770115.24,6.42175170030044,1.16,"conventional",-3.79,1.87264150943396,86.97,85.5798113207547,9.92,4.72792452830189,2015,"spring",2015-03-01,"BaltimoreWashington",-76.61219,39.29038
"149",749845.79,6.39385803856774,1.11,"conventional",1.02,2.07811320754717,88.73,82.5877358490566,3.46,2.97905660377358,2015,"winter",2015-02-22,"BaltimoreWashington",-76.61219,39.29038
